posting_id,title_clean,contract_type,city,cluster_id,cluster_name,num_skills,silhouette_score
LI-COL-20240207-001,Senior Data Engineer,Full-time,Cologne,3,ML & Research,11,0.61
LI-BER-20240929-001,Data Analyst,Full-time,Berlin,2,Cloud Data Engineering,12,0.61
IND-FRA-20241023-001,Senior Data Analyst,Full-time,Frankfurt,3,ML & Research,14,0.61
IND-OTH-20240822-001,Analytics Engineer,Full-time,Other,3,ML & Research,14,0.61
SS-HAM-20240318-001,Data Scientist,Full-time,Hamburg,2,Cloud Data Engineering,9,0.61
IND-HAM-20240105-001,Data Analyst,Full-time,Hamburg,4,Enterprise BI & Reporting,9,0.61
IND-DOR-20240513-001,Senior Data Engineer,Full-time,Dortmund,2,Cloud Data Engineering,13,0.61
LI-BER-20250116-002,Business Intelligence Analyst,Full-time,Berlin,4,Enterprise BI & Reporting,5,0.61
LI-BER-20241220-001,Werkstudent Data Analytics,Werkstudent,Berlin,1,Core Analytics & Student Entry,7,0.61
SS-BER-20240816-003,Data Engineer,Full-time,Berlin,4,Enterprise BI & Reporting,11,0.61
IND-MUN-20240605-001,Praktikant Analytics,Praktikum,Munich,4,Enterprise BI & Reporting,9,0.61
SS-STU-20240610-001,ML Engineer,Full-time,Stuttgart,2,Cloud Data Engineering,10,0.61
IND-BER-20240708-001,Werkstudent Data Science,Werkstudent,Berlin,4,Enterprise BI & Reporting,10,0.61
LI-MUN-20240514-001,Werkstudent Machine Learning,Werkstudent,Munich,1,Core Analytics & Student Entry,6,0.61
SS-MUN-20240227-002,ML Engineer,Full-time,Munich,3,ML & Research,14,0.61
IND-HAM-20240214-001,Freelance BI Consultant,Freelance/Contract,Hamburg,2,Cloud Data Engineering,13,0.61
IND-BER-20240204-001,Freelance BI Consultant,Freelance/Contract,Berlin,2,Cloud Data Engineering,8,0.61
LI-BER-20240729-002,Data Scientist,Full-time,Berlin,4,Enterprise BI & Reporting,11,0.61
IND-MUN-20250326-001,Contract Data Analyst,Freelance/Contract,Munich,4,Enterprise BI & Reporting,13,0.61
IND-BER-20240810-001,Business Intelligence Analyst,Full-time,Berlin,2,Cloud Data Engineering,16,0.61
LI-OTH-20240703-001,Business Intelligence Analyst,Full-time,Other,4,Enterprise BI & Reporting,7,0.61
IND-BER-20250322-001,Senior Data Analyst,Full-time,Berlin,2,Cloud Data Engineering,10,0.61
IND-FRA-20240511-001,Business Intelligence Analyst,Full-time,Frankfurt,3,ML & Research,12,0.61
IND-DOR-20240523-001,Data Engineer,Full-time,Dortmund,3,ML & Research,13,0.61
IND-DOR-20240522-001,BI Engineer,Full-time,Dortmund,2,Cloud Data Engineering,7,0.61
IND-BER-20240918-001,Praktikant Business Intelligence,Praktikum,Berlin,1,Core Analytics & Student Entry,7,0.61
SS-ESS-20250307-001,Werkstudent Data Engineering,Werkstudent,Essen,1,Core Analytics & Student Entry,7,0.61
SS-MUN-20240921-001,Contract Data Analyst,Freelance/Contract,Munich,4,Enterprise BI & Reporting,8,0.61
IND-COL-20240805-001,BI Engineer,Full-time,Cologne,2,Cloud Data Engineering,13,0.61
IND-MUN-20250307-001,Contract ML Engineer,Freelance/Contract,Munich,1,Core Analytics & Student Entry,6,0.61
IND-HAM-20241026-001,Werkstudent Data Analytics,Werkstudent,Hamburg,1,Core Analytics & Student Entry,5,0.61
SS-BER-20240330-001,Data Analyst,Full-time,Berlin,1,Core Analytics & Student Entry,5,0.61
IND-NUR-20240814-001,Praktikant Data Analyst,Praktikum,Nuremberg,1,Core Analytics & Student Entry,5,0.61
SS-BER-20240705-001,Werkstudent Machine Learning,Werkstudent,Berlin,1,Core Analytics & Student Entry,8,0.61
IND-NUR-20250207-001,Werkstudent BI,Werkstudent,Nuremberg,2,Cloud Data Engineering,11,0.61
IND-OTH-20240603-001,Werkstudent Data Analytics,Werkstudent,Other,1,Core Analytics & Student Entry,8,0.61
SS-OTH-20240802-001,Freelance Data Engineer,Freelance/Contract,Other,1,Core Analytics & Student Entry,6,0.61
SS-HAM-20241107-001,Werkstudent Machine Learning,Werkstudent,Hamburg,1,Core Analytics & Student Entry,8,0.61
SS-OTH-20241225-001,Data Architect,Full-time,Other,4,Enterprise BI & Reporting,6,0.61
IND-STU-20240310-001,Data Architect,Full-time,Stuttgart,3,ML & Research,12,0.61
LI-HAM-20241218-001,Werkstudent Machine Learning,Werkstudent,Hamburg,1,Core Analytics & Student Entry,9,0.61
IND-HAM-20241111-001,Analytics Engineer,Full-time,Hamburg,2,Cloud Data Engineering,10,0.61
SS-MUN-20240315-001,Werkstudent Machine Learning,Werkstudent,Munich,1,Core Analytics & Student Entry,8,0.61
IND-MUN-20240124-001,Senior Data Engineer,Full-time,Munich,2,Cloud Data Engineering,10,0.61
LI-MUN-20240908-001,Werkstudent BI,Werkstudent,Munich,1,Core Analytics & Student Entry,5,0.61
LI-HAM-20240723-002,Senior Data Engineer,Full-time,Hamburg,3,ML & Research,13,0.61
SS-STU-20240131-001,Praktikant Business Intelligence,Praktikum,Stuttgart,1,Core Analytics & Student Entry,9,0.61
IND-MUN-20250323-001,Werkstudent BI,Werkstudent,Munich,2,Cloud Data Engineering,12,0.61
SS-MUN-20240512-001,Data Engineer,Full-time,Munich,2,Cloud Data Engineering,11,0.61
IND-BER-20240515-001,Werkstudent BI,Werkstudent,Berlin,1,Core Analytics & Student Entry,7,0.61
SS-HAM-20241030-001,Werkstudent Machine Learning,Werkstudent,Hamburg,1,Core Analytics & Student Entry,7,0.61
LI-DOR-20240617-001,Werkstudent Data Analytics,Werkstudent,Dortmund,1,Core Analytics & Student Entry,9,0.61
SS-MUN-20250311-001,Data Analyst,Full-time,Munich,3,ML & Research,11,0.61
IND-DOR-20250326-001,Analytics Engineer,Full-time,Dortmund,2,Cloud Data Engineering,11,0.61
IND-OTH-20240602-001,Data Analyst,Full-time,Other,2,Cloud Data Engineering,11,0.61
LI-ESS-20240215-001,Praktikant Data Analyst,Praktikum,Essen,1,Core Analytics & Student Entry,7,0.61
IND-BER-20240801-001,Werkstudent Machine Learning,Werkstudent,Berlin,1,Core Analytics & Student Entry,5,0.61
LI-COL-20250212-001,Werkstudent BI,Werkstudent,Cologne,4,Enterprise BI & Reporting,9,0.61
LI-OTH-20240725-001,Senior Data Analyst,Full-time,Other,1,Core Analytics & Student Entry,5,0.61
SS-BER-20240126-003,Senior Data Analyst,Full-time,Berlin,4,Enterprise BI & Reporting,8,0.61
LI-ESS-20241210-001,Analytics Engineer,Full-time,Essen,1,Core Analytics & Student Entry,8,0.61
IND-STU-20240323-001,ML Engineer,Full-time,Stuttgart,2,Cloud Data Engineering,14,0.61
LI-ESS-20240918-001,ML Engineer,Full-time,Essen,2,Cloud Data Engineering,9,0.61
IND-MUN-20241217-001,Praktikant Business Intelligence,Praktikum,Munich,1,Core Analytics & Student Entry,7,0.61
IND-BER-20240102-004,Senior Data Engineer,Full-time,Berlin,4,Enterprise BI & Reporting,7,0.61
LI-BER-20241125-002,Werkstudent Data Analytics,Werkstudent,Berlin,2,Cloud Data Engineering,14,0.61
IND-STU-20240813-001,Data Engineer,Full-time,Stuttgart,3,ML & Research,10,0.61
SS-STU-20240606-002,Contract Data Analyst,Freelance/Contract,Stuttgart,4,Enterprise BI & Reporting,9,0.61
IND-HAM-20240801-001,ML Engineer,Full-time,Hamburg,4,Enterprise BI & Reporting,7,0.61
LI-ESS-20240728-001,Praktikant Analytics,Praktikum,Essen,1,Core Analytics & Student Entry,6,0.61
SS-LEI-20241014-001,Data Architect,Full-time,Leipzig,2,Cloud Data Engineering,13,0.61
SS-BER-20240111-002,Werkstudent BI,Werkstudent,Berlin,3,ML & Research,9,0.61
IND-BER-20240724-001,Data Engineer,Full-time,Berlin,1,Core Analytics & Student Entry,10,0.61
LI-BER-20241224-001,Praktikant Business Intelligence,Praktikum,Berlin,1,Core Analytics & Student Entry,7,0.61
SS-NUR-20240630-001,Werkstudent BI,Werkstudent,Nuremberg,1,Core Analytics & Student Entry,4,0.61
SS-DOR-20240301-001,Werkstudent Data Engineering,Werkstudent,Dortmund,1,Core Analytics & Student Entry,4,0.61
LI-NUR-20240118-001,Praktikant Business Intelligence,Praktikum,Nuremberg,1,Core Analytics & Student Entry,5,0.61
SS-MUN-20250219-001,Werkstudent Machine Learning,Werkstudent,Munich,1,Core Analytics & Student Entry,7,0.61
LI-COL-20240726-001,Senior Data Engineer,Full-time,Cologne,3,ML & Research,16,0.61
IND-OTH-20240419-001,Data Analyst,Full-time,Other,1,Core Analytics & Student Entry,9,0.61
SS-STU-20241128-001,Praktikant Data Analyst,Praktikum,Stuttgart,1,Core Analytics & Student Entry,10,0.61
SS-BER-20240810-001,Data Scientist,Full-time,Berlin,2,Cloud Data Engineering,12,0.61
SS-HAM-20240818-001,ML Engineer,Full-time,Hamburg,4,Enterprise BI & Reporting,9,0.61
IND-BER-20240115-001,Werkstudent Data Analytics,Werkstudent,Berlin,1,Core Analytics & Student Entry,9,0.61
LI-MUN-20240521-001,Business Intelligence Analyst,Full-time,Munich,3,ML & Research,16,0.61
LI-MUN-20240309-001,Praktikant Business Intelligence,Praktikum,Munich,1,Core Analytics & Student Entry,8,0.61
LI-BER-20240826-001,BI Engineer,Full-time,Berlin,2,Cloud Data Engineering,10,0.61
LI-NUR-20240601-001,Data Analyst,Full-time,Nuremberg,4,Enterprise BI & Reporting,10,0.61
LI-ESS-20240528-001,Analytics Engineer,Full-time,Essen,1,Core Analytics & Student Entry,7,0.61
SS-BER-20240604-003,Business Intelligence Analyst,Full-time,Berlin,3,ML & Research,14,0.61
LI-HAM-20240515-001,Analytics Engineer,Full-time,Hamburg,2,Cloud Data Engineering,13,0.61
SS-MUN-20241201-001,Business Intelligence Analyst,Full-time,Munich,4,Enterprise BI & Reporting,8,0.61
SS-OTH-20250223-001,Praktikant Business Intelligence,Praktikum,Other,2,Cloud Data Engineering,9,0.61
LI-ESS-20240129-001,Contract Data Analyst,Freelance/Contract,Essen,3,ML & Research,12,0.61
SS-BER-20241221-002,Praktikant Business Intelligence,Praktikum,Berlin,1,Core Analytics & Student Entry,10,0.61
SS-BER-20240709-001,Contract ML Engineer,Freelance/Contract,Berlin,1,Core Analytics & Student Entry,9,0.61
LI-BER-20240204-001,Praktikant Analytics,Praktikum,Berlin,1,Core Analytics & Student Entry,8,0.61
LI-COL-20240313-001,Business Intelligence Analyst,Full-time,Cologne,1,Core Analytics & Student Entry,6,0.61
IND-MUN-20250315-001,Freelance BI Consultant,Freelance/Contract,Munich,3,ML & Research,11,0.61
IND-FRA-20241103-003,Praktikant Business Intelligence,Praktikum,Frankfurt,1,Core Analytics & Student Entry,11,0.61
IND-HAM-20250220-001,Business Intelligence Analyst,Full-time,Hamburg,2,Cloud Data Engineering,15,0.61
SS-FRA-20241114-001,Business Intelligence Analyst,Full-time,Frankfurt,3,ML & Research,13,0.61
SS-LEI-20240819-001,Praktikant Business Intelligence,Praktikum,Leipzig,1,Core Analytics & Student Entry,10,0.61
LI-LEI-20240607-001,Data Architect,Full-time,Leipzig,3,ML & Research,14,0.61
SS-COL-20240216-001,Werkstudent BI,Werkstudent,Cologne,1,Core Analytics & Student Entry,9,0.61
LI-BER-20241123-001,Praktikant Analytics,Praktikum,Berlin,1,Core Analytics & Student Entry,7,0.61
LI-FRA-20241119-002,ML Engineer,Full-time,Frankfurt,3,ML & Research,13,0.61
IND-BER-20250331-002,Werkstudent BI,Werkstudent,Berlin,1,Core Analytics & Student Entry,10,0.61
LI-DOR-20250126-001,Praktikant Analytics,Praktikum,Dortmund,1,Core Analytics & Student Entry,6,0.61
SS-HAM-20240425-002,Data Architect,Full-time,Hamburg,3,ML & Research,11,0.61
SS-MUN-20240910-001,Data Engineer,Full-time,Munich,3,ML & Research,12,0.61
IND-STU-20240320-001,Data Scientist,Full-time,Stuttgart,1,Core Analytics & Student Entry,5,0.61
IND-ESS-20240710-001,Analytics Engineer,Full-time,Essen,2,Cloud Data Engineering,12,0.61
LI-STU-20240626-001,Freelance Data Engineer,Freelance/Contract,Stuttgart,2,Cloud Data Engineering,10,0.61
SS-FRA-20240323-001,Data Analyst,Full-time,Frankfurt,1,Core Analytics & Student Entry,5,0.61
LI-HAM-20240329-001,BI Engineer,Full-time,Hamburg,1,Core Analytics & Student Entry,10,0.61
IND-BER-20241218-001,Werkstudent Data Engineering,Werkstudent,Berlin,1,Core Analytics & Student Entry,7,0.61
SS-DÜS-20250105-001,Werkstudent Data Science,Werkstudent,Düsseldorf,1,Core Analytics & Student Entry,7,0.61
IND-STU-20241023-001,Data Architect,Full-time,Stuttgart,4,Enterprise BI & Reporting,11,0.61
LI-BER-20250328-001,BI Engineer,Full-time,Berlin,3,ML & Research,14,0.61
LI-COL-20240926-001,Data Scientist,Full-time,Cologne,1,Core Analytics & Student Entry,6,0.61
IND-ESS-20241028-001,Data Analyst,Full-time,Essen,3,ML & Research,13,0.61
SS-ESS-20240318-001,Praktikant Analytics,Praktikum,Essen,1,Core Analytics & Student Entry,6,0.61
SS-HAM-20240414-001,Praktikant Data Science,Praktikum,Hamburg,1,Core Analytics & Student Entry,6,0.61
SS-HAM-20240820-002,Data Analyst,Full-time,Hamburg,2,Cloud Data Engineering,9,0.61
LI-BER-20240605-001,Data Scientist,Full-time,Berlin,3,ML & Research,12,0.61
LI-MUN-20241207-001,Werkstudent Data Engineering,Werkstudent,Munich,1,Core Analytics & Student Entry,3,0.61
SS-BER-20241025-002,Freelance BI Consultant,Freelance/Contract,Berlin,4,Enterprise BI & Reporting,7,0.61
LI-FRA-20241122-001,Werkstudent Data Engineering,Werkstudent,Frankfurt,1,Core Analytics & Student Entry,8,0.61
LI-OTH-20240413-001,Analytics Engineer,Full-time,Other,3,ML & Research,13,0.61
LI-BER-20241125-001,Werkstudent BI,Werkstudent,Berlin,1,Core Analytics & Student Entry,7,0.61
SS-FRA-20241222-001,Praktikant Data Science,Praktikum,Frankfurt,1,Core Analytics & Student Entry,5,0.61
SS-MUN-20240612-001,Senior Data Engineer,Full-time,Munich,2,Cloud Data Engineering,14,0.61
IND-HAM-20240830-001,Praktikant Data Analyst,Praktikum,Hamburg,1,Core Analytics & Student Entry,6,0.61
SS-BER-20240722-001,Data Engineer,Full-time,Berlin,3,ML & Research,9,0.61
LI-BER-20240907-001,Werkstudent Data Engineering,Werkstudent,Berlin,1,Core Analytics & Student Entry,7,0.61
SS-COL-20241006-001,Data Engineer,Full-time,Cologne,3,ML & Research,13,0.61
LI-HAM-20250126-001,BI Engineer,Full-time,Hamburg,2,Cloud Data Engineering,11,0.61
IND-MUN-20240908-002,Analytics Engineer,Full-time,Munich,4,Enterprise BI & Reporting,8,0.61
IND-OTH-20240129-001,Werkstudent Data Engineering,Werkstudent,Other,1,Core Analytics & Student Entry,9,0.61
LI-BER-20240814-001,Praktikant Analytics,Praktikum,Berlin,1,Core Analytics & Student Entry,6,0.61
SS-HAM-20240722-001,ML Engineer,Full-time,Hamburg,2,Cloud Data Engineering,13,0.61
IND-FRA-20240611-001,ML Engineer,Full-time,Frankfurt,4,Enterprise BI & Reporting,7,0.61
SS-BER-20240216-001,Data Scientist,Full-time,Berlin,4,Enterprise BI & Reporting,9,0.61
IND-LEI-20240203-001,Senior Data Analyst,Full-time,Leipzig,2,Cloud Data Engineering,11,0.61
LI-STU-20240526-001,BI Engineer,Full-time,Stuttgart,4,Enterprise BI & Reporting,6,0.61
SS-FRA-20240817-002,Senior Data Analyst,Full-time,Frankfurt,2,Cloud Data Engineering,11,0.61
SS-DÜS-20240607-001,BI Engineer,Full-time,Düsseldorf,4,Enterprise BI & Reporting,7,0.61
IND-ESS-20240526-001,Data Engineer,Full-time,Essen,3,ML & Research,14,0.61
SS-DÜS-20240515-001,Data Analyst,Full-time,Düsseldorf,1,Core Analytics & Student Entry,6,0.61
IND-STU-20240523-001,Praktikant Data Analyst,Praktikum,Stuttgart,1,Core Analytics & Student Entry,6,0.61
IND-HAM-20240402-001,Werkstudent Data Science,Werkstudent,Hamburg,2,Cloud Data Engineering,16,0.61
SS-DÜS-20240725-001,Werkstudent BI,Werkstudent,Düsseldorf,1,Core Analytics & Student Entry,5,0.61
IND-FRA-20240625-001,Senior Data Analyst,Full-time,Frankfurt,3,ML & Research,9,0.61
IND-OTH-20240116-001,Freelance Data Engineer,Freelance/Contract,Other,4,Enterprise BI & Reporting,8,0.61
IND-HAM-20240620-002,Analytics Engineer,Full-time,Hamburg,3,ML & Research,8,0.61
IND-LEI-20240513-002,Analytics Engineer,Full-time,Leipzig,2,Cloud Data Engineering,13,0.61
SS-BER-20240419-001,Senior Data Engineer,Full-time,Berlin,2,Cloud Data Engineering,12,0.61
IND-MUN-20240616-001,Data Analyst,Full-time,Munich,1,Core Analytics & Student Entry,6,0.61
SS-STU-20240504-001,Werkstudent BI,Werkstudent,Stuttgart,1,Core Analytics & Student Entry,9,0.61
IND-BER-20240320-001,Freelance BI Consultant,Freelance/Contract,Berlin,4,Enterprise BI & Reporting,7,0.61
LI-MUN-20240331-001,Data Scientist,Full-time,Munich,1,Core Analytics & Student Entry,5,0.61
LI-MUN-20240712-001,Werkstudent Machine Learning,Werkstudent,Munich,1,Core Analytics & Student Entry,4,0.61
SS-BER-20240102-001,Werkstudent Data Engineering,Werkstudent,Berlin,2,Cloud Data Engineering,12,0.61
SS-OTH-20240208-001,Data Analyst,Full-time,Other,2,Cloud Data Engineering,11,0.61
LI-HAM-20240905-001,Analytics Engineer,Full-time,Hamburg,3,ML & Research,10,0.61
IND-FRA-20240324-001,Data Analyst,Full-time,Frankfurt,3,ML & Research,15,0.61
LI-BER-20240324-001,Freelance Data Engineer,Freelance/Contract,Berlin,4,Enterprise BI & Reporting,5,0.61
IND-BER-20241120-001,Senior Data Analyst,Full-time,Berlin,2,Cloud Data Engineering,14,0.61
IND-FRA-20241214-001,Analytics Engineer,Full-time,Frankfurt,2,Cloud Data Engineering,12,0.61
LI-MUN-20240229-001,Analytics Engineer,Full-time,Munich,2,Cloud Data Engineering,10,0.61
SS-BER-20240619-002,Data Scientist,Full-time,Berlin,2,Cloud Data Engineering,11,0.61
LI-FRA-20250108-001,Werkstudent BI,Werkstudent,Frankfurt,4,Enterprise BI & Reporting,11,0.61
SS-LEI-20240213-001,Praktikant Data Analyst,Praktikum,Leipzig,1,Core Analytics & Student Entry,8,0.61
SS-BER-20241017-002,Werkstudent Data Analytics,Werkstudent,Berlin,1,Core Analytics & Student Entry,8,0.61
IND-MUN-20240403-001,ML Engineer,Full-time,Munich,3,ML & Research,12,0.61
IND-NUR-20241231-001,Senior Data Analyst,Full-time,Nuremberg,1,Core Analytics & Student Entry,8,0.61
SS-FRA-20240804-001,Data Analyst,Full-time,Frankfurt,3,ML & Research,9,0.61
LI-FRA-20240619-001,Werkstudent Data Analytics,Werkstudent,Frankfurt,1,Core Analytics & Student Entry,7,0.61
LI-MUN-20240204-001,Praktikant Analytics,Praktikum,Munich,1,Core Analytics & Student Entry,8,0.61
LI-STU-20240307-001,Business Intelligence Analyst,Full-time,Stuttgart,2,Cloud Data Engineering,10,0.61
SS-ESS-20240206-001,Praktikant Data Analyst,Praktikum,Essen,4,Enterprise BI & Reporting,9,0.61
IND-FRA-20240918-001,Werkstudent Data Science,Werkstudent,Frankfurt,1,Core Analytics & Student Entry,6,0.61
IND-COL-20240108-001,BI Engineer,Full-time,Cologne,1,Core Analytics & Student Entry,8,0.61
IND-BER-20240324-003,BI Engineer,Full-time,Berlin,3,ML & Research,12,0.61
IND-ESS-20240912-001,Data Analyst,Full-time,Essen,2,Cloud Data Engineering,15,0.61
LI-HAM-20240109-002,Data Analyst,Full-time,Hamburg,4,Enterprise BI & Reporting,10,0.61
SS-BER-20240218-001,Data Scientist,Full-time,Berlin,2,Cloud Data Engineering,15,0.61
IND-MUN-20240624-001,Werkstudent Machine Learning,Werkstudent,Munich,3,ML & Research,9,0.61
SS-COL-20240921-001,BI Engineer,Full-time,Cologne,3,ML & Research,12,0.61
SS-MUN-20250320-003,Data Architect,Full-time,Munich,4,Enterprise BI & Reporting,9,0.61
LI-HAM-20240902-002,Freelance BI Consultant,Freelance/Contract,Hamburg,4,Enterprise BI & Reporting,7,0.61
LI-DOR-20240521-001,Analytics Engineer,Full-time,Dortmund,3,ML & Research,13,0.61
SS-HAM-20241129-001,Werkstudent Machine Learning,Werkstudent,Hamburg,3,ML & Research,13,0.61
LI-MUN-20240904-001,Data Analyst,Full-time,Munich,3,ML & Research,11,0.61
SS-BER-20241112-001,Data Engineer,Full-time,Berlin,4,Enterprise BI & Reporting,9,0.61
IND-BER-20240720-001,Contract ML Engineer,Freelance/Contract,Berlin,2,Cloud Data Engineering,13,0.61
SS-HAM-20240430-001,Praktikant Data Analyst,Praktikum,Hamburg,1,Core Analytics & Student Entry,4,0.61
SS-DOR-20241225-001,Werkstudent Data Analytics,Werkstudent,Dortmund,1,Core Analytics & Student Entry,10,0.61
SS-FRA-20240520-001,Data Architect,Full-time,Frankfurt,1,Core Analytics & Student Entry,6,0.61
LI-MUN-20241126-001,Analytics Engineer,Full-time,Munich,2,Cloud Data Engineering,13,0.61
SS-BER-20240325-001,Data Architect,Full-time,Berlin,4,Enterprise BI & Reporting,10,0.61
LI-BER-20240621-002,ML Engineer,Full-time,Berlin,4,Enterprise BI & Reporting,11,0.61
IND-DOR-20240110-001,Data Analyst,Full-time,Dortmund,4,Enterprise BI & Reporting,11,0.61
SS-BER-20240114-001,Werkstudent Data Analytics,Werkstudent,Berlin,1,Core Analytics & Student Entry,5,0.61
IND-MUN-20241206-001,Praktikant Data Analyst,Praktikum,Munich,3,ML & Research,11,0.61
SS-FRA-20240620-001,Data Scientist,Full-time,Frankfurt,2,Cloud Data Engineering,9,0.61
IND-MUN-20240118-002,Werkstudent Machine Learning,Werkstudent,Munich,4,Enterprise BI & Reporting,6,0.61
SS-OTH-20250320-001,Data Architect,Full-time,Other,2,Cloud Data Engineering,10,0.61
SS-MUN-20250319-001,Senior Data Analyst,Full-time,Munich,2,Cloud Data Engineering,13,0.61
SS-OTH-20240822-001,Business Intelligence Analyst,Full-time,Other,4,Enterprise BI & Reporting,7,0.61
IND-DOR-20240331-001,Data Architect,Full-time,Dortmund,2,Cloud Data Engineering,10,0.61
SS-FRA-20241111-001,ML Engineer,Full-time,Frankfurt,2,Cloud Data Engineering,11,0.61
SS-MUN-20240311-001,Werkstudent Data Analytics,Werkstudent,Munich,1,Core Analytics & Student Entry,4,0.61
LI-MUN-20240804-001,Werkstudent Machine Learning,Werkstudent,Munich,4,Enterprise BI & Reporting,7,0.61
LI-MUN-20240828-001,ML Engineer,Full-time,Munich,4,Enterprise BI & Reporting,11,0.61
SS-MUN-20250223-001,Business Intelligence Analyst,Full-time,Munich,3,ML & Research,13,0.61
IND-HAM-20240109-001,Data Architect,Full-time,Hamburg,3,ML & Research,12,0.61
SS-MUN-20241221-001,Data Analyst,Full-time,Munich,3,ML & Research,12,0.61
SS-DOR-20250126-002,BI Engineer,Full-time,Dortmund,3,ML & Research,15,0.61
IND-BER-20240907-001,Senior Data Engineer,Full-time,Berlin,1,Core Analytics & Student Entry,9,0.61
SS-HAM-20241005-001,Praktikant Analytics,Praktikum,Hamburg,1,Core Analytics & Student Entry,7,0.61
LI-BER-20241213-001,Werkstudent Data Engineering,Werkstudent,Berlin,4,Enterprise BI & Reporting,9,0.61
SS-ESS-20240910-001,Praktikant Analytics,Praktikum,Essen,4,Enterprise BI & Reporting,8,0.61
SS-FRA-20250323-001,Senior Data Engineer,Full-time,Frankfurt,3,ML & Research,13,0.61
LI-BER-20240211-001,Werkstudent Data Engineering,Werkstudent,Berlin,1,Core Analytics & Student Entry,6,0.61
IND-MUN-20250111-001,Business Intelligence Analyst,Full-time,Munich,2,Cloud Data Engineering,13,0.61
SS-HAM-20240501-002,Business Intelligence Analyst,Full-time,Hamburg,3,ML & Research,13,0.61
SS-BER-20240214-001,Werkstudent Machine Learning,Werkstudent,Berlin,1,Core Analytics & Student Entry,8,0.61
SS-BER-20241203-001,ML Engineer,Full-time,Berlin,1,Core Analytics & Student Entry,5,0.61
SS-OTH-20241027-001,Werkstudent BI,Werkstudent,Other,4,Enterprise BI & Reporting,7,0.61
SS-LEI-20240429-001,Data Scientist,Full-time,Leipzig,2,Cloud Data Engineering,11,0.61
IND-HAM-20240522-001,Data Engineer,Full-time,Hamburg,3,ML & Research,14,0.61
IND-BER-20240725-001,Senior Data Analyst,Full-time,Berlin,2,Cloud Data Engineering,11,0.61
IND-BER-20240421-001,Business Intelligence Analyst,Full-time,Berlin,3,ML & Research,12,0.61
LI-BER-20240919-002,Werkstudent Machine Learning,Werkstudent,Berlin,4,Enterprise BI & Reporting,6,0.61
IND-OTH-20240911-001,Data Scientist,Full-time,Other,3,ML & Research,13,0.61
SS-BER-20240126-001,Praktikant Data Science,Praktikum,Berlin,1,Core Analytics & Student Entry,4,0.61
SS-MUN-20240313-003,Senior Data Analyst,Full-time,Munich,2,Cloud Data Engineering,11,0.61
IND-HAM-20240402-002,Analytics Engineer,Full-time,Hamburg,3,ML & Research,8,0.61
IND-COL-20240305-001,BI Engineer,Full-time,Cologne,3,ML & Research,14,0.61
IND-LEI-20240513-001,Business Intelligence Analyst,Full-time,Leipzig,2,Cloud Data Engineering,13,0.61
IND-HAM-20241015-001,Praktikant Business Intelligence,Praktikum,Hamburg,1,Core Analytics & Student Entry,9,0.61
IND-BER-20240315-001,ML Engineer,Full-time,Berlin,1,Core Analytics & Student Entry,6,0.61
LI-BER-20240829-001,Data Engineer,Full-time,Berlin,2,Cloud Data Engineering,9,0.61
IND-STU-20241225-001,Senior Data Engineer,Full-time,Stuttgart,2,Cloud Data Engineering,15,0.61
LI-HAM-20240122-001,Contract ML Engineer,Freelance/Contract,Hamburg,2,Cloud Data Engineering,10,0.61
SS-FRA-20240316-001,Senior Data Analyst,Full-time,Frankfurt,3,ML & Research,10,0.61
SS-OTH-20240505-001,Data Analyst,Full-time,Other,4,Enterprise BI & Reporting,8,0.61
SS-BER-20250302-001,Analytics Engineer,Full-time,Berlin,2,Cloud Data Engineering,14,0.61
LI-BER-20240918-001,Data Engineer,Full-time,Berlin,4,Enterprise BI & Reporting,8,0.61
SS-MUN-20240811-001,BI Engineer,Full-time,Munich,3,ML & Research,13,0.61
IND-HAM-20240423-001,Werkstudent BI,Werkstudent,Hamburg,1,Core Analytics & Student Entry,8,0.61
IND-BER-20240829-001,Senior Data Analyst,Full-time,Berlin,2,Cloud Data Engineering,17,0.61
LI-COL-20240924-001,ML Engineer,Full-time,Cologne,4,Enterprise BI & Reporting,8,0.61
LI-HAM-20241124-001,Werkstudent Machine Learning,Werkstudent,Hamburg,1,Core Analytics & Student Entry,7,0.61
IND-BER-20240519-001,Senior Data Analyst,Full-time,Berlin,2,Cloud Data Engineering,11,0.61
IND-MUN-20240209-002,Data Engineer,Full-time,Munich,2,Cloud Data Engineering,10,0.61
IND-HAM-20240619-001,Werkstudent Data Engineering,Werkstudent,Hamburg,1,Core Analytics & Student Entry,8,0.61
LI-FRA-20240409-001,Praktikant Data Analyst,Praktikum,Frankfurt,1,Core Analytics & Student Entry,7,0.61
LI-HAM-20240915-001,Praktikant Business Intelligence,Praktikum,Hamburg,3,ML & Research,14,0.61
LI-BER-20240406-001,Data Engineer,Full-time,Berlin,3,ML & Research,10,0.61
IND-ESS-20240715-001,BI Engineer,Full-time,Essen,3,ML & Research,9,0.61
SS-BER-20241029-002,Business Intelligence Analyst,Full-time,Berlin,3,ML & Research,14,0.61
SS-MUN-20241109-001,Praktikant Data Analyst,Praktikum,Munich,1,Core Analytics & Student Entry,10,0.61
IND-FRA-20241107-001,BI Engineer,Full-time,Frankfurt,1,Core Analytics & Student Entry,6,0.61
