posting_id,skill,category,confidence_score,extraction_method,contract_type,city,cluster_id
SS-NUR-20240309-001,Python,Programming,0.799,NER,Full-time,Nuremberg,3
SS-NUR-20240309-001,GCP,Cloud,0.833,NER,Full-time,Nuremberg,3
SS-NUR-20240309-001,Pandas,Programming,0.799,NER,Full-time,Nuremberg,3
SS-NUR-20240309-001,TensorFlow,ML,0.81,NER,Full-time,Nuremberg,3
SS-NUR-20240309-001,Git,DevOps,0.799,TF-IDF,Full-time,Nuremberg,3
SS-NUR-20240309-001,NumPy,Programming,0.905,NER,Full-time,Nuremberg,3
SS-NUR-20240309-001,SQL,Database,0.849,NER,Full-time,Nuremberg,3
SS-NUR-20240309-001,Machine Learning,ML,0.813,TF-IDF,Full-time,Nuremberg,3
SS-NUR-20240309-001,PyTorch,ML,0.921,NER,Full-time,Nuremberg,3
SS-NUR-20240309-001,MLflow,ML,0.947,TF-IDF,Full-time,Nuremberg,3
SS-NUR-20240309-001,Spark,BigData,0.879,TF-IDF,Full-time,Nuremberg,3
SS-NUR-20240309-001,Scikit-learn,ML,0.822,NER,Full-time,Nuremberg,3
SS-NUR-20240309-001,Azure,Cloud,0.825,TF-IDF,Full-time,Nuremberg,3
SS-COL-20240515-001,Python,Programming,0.909,NER,Praktikum,Cologne,1
SS-COL-20240515-001,Excel,Office,0.903,TF-IDF,Praktikum,Cologne,1
SS-COL-20240515-001,Power BI,Visualization,0.968,TF-IDF,Praktikum,Cologne,1
SS-COL-20240515-001,SQL,Database,0.894,TF-IDF,Praktikum,Cologne,1
SS-COL-20240515-001,Spark,BigData,0.922,TF-IDF,Praktikum,Cologne,1
SS-COL-20240515-001,Azure,Cloud,0.914,TF-IDF,Praktikum,Cologne,1
IND-FRA-20240810-001,Python,Programming,0.861,NER,Full-time,Frankfurt,2
IND-FRA-20240810-001,Kafka,BigData,0.789,NER,Full-time,Frankfurt,2
IND-FRA-20240810-001,Git,DevOps,0.847,NER,Full-time,Frankfurt,2
IND-FRA-20240810-001,Azure,Cloud,0.829,NER,Full-time,Frankfurt,2
IND-FRA-20240810-001,SQL,Database,0.928,TF-IDF,Full-time,Frankfurt,2
IND-FRA-20240810-001,Airflow,DataEngineering,0.954,TF-IDF,Full-time,Frankfurt,2
IND-FRA-20240810-001,Spark,BigData,0.802,NER,Full-time,Frankfurt,2
IND-FRA-20240810-001,Terraform,DataEngineering,0.831,NER,Full-time,Frankfurt,2
IND-FRA-20240810-001,Kubernetes,DevOps,0.946,NER,Full-time,Frankfurt,2
IND-FRA-20240810-001,dbt,DataEngineering,0.931,TF-IDF,Full-time,Frankfurt,2
IND-FRA-20240810-001,Databricks,Cloud,0.939,NER,Full-time,Frankfurt,2
IND-FRA-20240810-001,AWS,Cloud,0.8,NER,Full-time,Frankfurt,2
LI-FRA-20240809-001,Python,Programming,0.867,TF-IDF,Werkstudent,Frankfurt,1
LI-FRA-20240809-001,Excel,Office,0.851,NER,Werkstudent,Frankfurt,1
LI-FRA-20240809-001,Power BI,Visualization,0.948,TF-IDF,Werkstudent,Frankfurt,1
LI-FRA-20240809-001,SQL,Database,0.923,TF-IDF,Werkstudent,Frankfurt,1
LI-FRA-20240809-001,Jupyter,Programming,0.83,NER,Werkstudent,Frankfurt,1
LI-FRA-20240809-001,R,Programming,0.849,NER,Werkstudent,Frankfurt,1
LI-FRA-20240809-001,Tableau,Visualization,0.86,TF-IDF,Werkstudent,Frankfurt,1
LI-DÜS-20240813-001,Python,Programming,0.807,TF-IDF,Full-time,Düsseldorf,2
LI-DÜS-20240813-001,GCP,Cloud,0.845,TF-IDF,Full-time,Düsseldorf,2
LI-DÜS-20240813-001,BigQuery,Database,0.936,TF-IDF,Full-time,Düsseldorf,2
LI-DÜS-20240813-001,Kafka,BigData,0.815,TF-IDF,Full-time,Düsseldorf,2
LI-DÜS-20240813-001,Azure,Cloud,0.875,NER,Full-time,Düsseldorf,2
LI-DÜS-20240813-001,SQL,Database,0.863,NER,Full-time,Düsseldorf,2
LI-DÜS-20240813-001,Airflow,DataEngineering,0.911,TF-IDF,Full-time,Düsseldorf,2
LI-DÜS-20240813-001,Spark,BigData,0.875,NER,Full-time,Düsseldorf,2
LI-DÜS-20240813-001,Terraform,DataEngineering,0.941,NER,Full-time,Düsseldorf,2
LI-DÜS-20240813-001,Docker,DevOps,0.891,TF-IDF,Full-time,Düsseldorf,2
LI-DÜS-20240813-001,Snowflake,Database,0.8,TF-IDF,Full-time,Düsseldorf,2
LI-DÜS-20240813-001,dbt,DataEngineering,0.925,TF-IDF,Full-time,Düsseldorf,2
LI-DÜS-20240813-001,Databricks,Cloud,0.955,TF-IDF,Full-time,Düsseldorf,2
LI-DÜS-20240813-001,AWS,Cloud,0.883,NER,Full-time,Düsseldorf,2
LI-HAM-20241202-001,Python,Programming,0.851,TF-IDF,Praktikum,Hamburg,1
LI-HAM-20241202-001,Excel,Office,0.819,NER,Praktikum,Hamburg,1
LI-HAM-20241202-001,SQL,Database,0.817,TF-IDF,Praktikum,Hamburg,1
LI-HAM-20241202-001,Jupyter,Programming,0.871,NER,Praktikum,Hamburg,1
LI-HAM-20241202-001,Tableau,Visualization,0.936,NER,Praktikum,Hamburg,1
LI-OTH-20241124-001,Python,Programming,0.812,NER,Full-time,Other,4
LI-OTH-20241124-001,SSRS,Enterprise,0.821,NER,Full-time,Other,4
LI-OTH-20241124-001,Kafka,BigData,0.907,NER,Full-time,Other,4
LI-OTH-20241124-001,Excel,Office,0.837,TF-IDF,Full-time,Other,4
LI-OTH-20241124-001,SQL,Database,0.948,NER,Full-time,Other,4
LI-OTH-20241124-001,SAP,Enterprise,0.874,NER,Full-time,Other,4
LI-OTH-20241124-001,Power BI,Visualization,0.918,NER,Full-time,Other,4
SS-FRA-20240806-001,Python,Programming,0.836,NER,Full-time,Frankfurt,1
SS-FRA-20240806-001,Git,DevOps,0.794,TF-IDF,Full-time,Frankfurt,1
SS-FRA-20240806-001,NumPy,Programming,0.859,NER,Full-time,Frankfurt,1
SS-FRA-20240806-001,SQL,Database,0.91,NER,Full-time,Frankfurt,1
SS-FRA-20240806-001,Machine Learning,ML,0.899,NER,Full-time,Frankfurt,1
SS-FRA-20240806-001,R,Programming,0.851,NER,Full-time,Frankfurt,1
SS-FRA-20240806-001,Excel,Office,0.877,NER,Full-time,Frankfurt,1
SS-FRA-20240806-001,Power BI,Visualization,0.894,TF-IDF,Full-time,Frankfurt,1
IND-BER-20250307-001,Python,Programming,0.92,NER,Full-time,Berlin,1
IND-BER-20250307-001,Excel,Office,0.949,TF-IDF,Full-time,Berlin,1
IND-BER-20250307-001,SQL,Database,0.83,NER,Full-time,Berlin,1
IND-BER-20250307-001,Jupyter,Programming,0.94,TF-IDF,Full-time,Berlin,1
SS-COL-20240115-001,SSRS,Enterprise,0.84,TF-IDF,Praktikum,Cologne,4
SS-COL-20240115-001,Excel,Office,0.966,TF-IDF,Praktikum,Cologne,4
SS-COL-20240115-001,SQL,Database,0.893,TF-IDF,Praktikum,Cologne,4
SS-COL-20240115-001,SAP,Enterprise,0.956,NER,Praktikum,Cologne,4
SS-COL-20240115-001,Cognos,Enterprise,0.852,TF-IDF,Praktikum,Cologne,4
SS-COL-20240115-001,Looker,Visualization,0.928,NER,Praktikum,Cologne,4
SS-COL-20240115-001,R,Programming,0.781,NER,Praktikum,Cologne,4
SS-COL-20240115-001,Tableau,Visualization,0.883,TF-IDF,Praktikum,Cologne,4
SS-COL-20240115-001,Power BI,Visualization,0.91,NER,Praktikum,Cologne,4
IND-BER-20240307-001,SSRS,Enterprise,0.856,NER,Werkstudent,Berlin,4
IND-BER-20240307-001,Excel,Office,0.911,NER,Werkstudent,Berlin,4
IND-BER-20240307-001,Power BI,Visualization,0.925,TF-IDF,Werkstudent,Berlin,4
IND-BER-20240307-001,SQL,Database,0.965,NER,Werkstudent,Berlin,4
IND-BER-20240307-001,SAP,Enterprise,0.928,TF-IDF,Werkstudent,Berlin,4
IND-BER-20240307-001,Tableau,Visualization,0.802,NER,Werkstudent,Berlin,4
IND-BER-20240307-001,Looker,Visualization,0.872,NER,Werkstudent,Berlin,4
SS-MUN-20241124-001,Excel,Office,0.853,TF-IDF,Full-time,Munich,1
SS-MUN-20241124-001,Matplotlib,Programming,0.822,NER,Full-time,Munich,1
SS-MUN-20241124-001,Power BI,Visualization,0.788,NER,Full-time,Munich,1
SS-MUN-20241124-001,SQL,Database,0.789,NER,Full-time,Munich,1
SS-MUN-20241124-001,Jupyter,Programming,0.89,NER,Full-time,Munich,1
SS-MUN-20241124-001,Machine Learning,ML,0.883,NER,Full-time,Munich,1
SS-MUN-20241124-001,Tableau,Visualization,0.804,NER,Full-time,Munich,1
SS-MUN-20241124-001,Looker,Visualization,0.833,NER,Full-time,Munich,1
IND-FRA-20240410-001,Python,Programming,0.879,NER,Full-time,Frankfurt,3
IND-FRA-20240410-001,Pandas,Programming,0.797,NER,Full-time,Frankfurt,3
IND-FRA-20240410-001,Matplotlib,Programming,0.865,TF-IDF,Full-time,Frankfurt,3
IND-FRA-20240410-001,Kubeflow,ML,0.927,TF-IDF,Full-time,Frankfurt,3
IND-FRA-20240410-001,TensorFlow,ML,0.904,TF-IDF,Full-time,Frankfurt,3
IND-FRA-20240410-001,Jupyter,Programming,0.844,TF-IDF,Full-time,Frankfurt,3
IND-FRA-20240410-001,Machine Learning,ML,0.88,TF-IDF,Full-time,Frankfurt,3
IND-FRA-20240410-001,PyTorch,ML,0.905,TF-IDF,Full-time,Frankfurt,3
IND-FRA-20240410-001,Streamlit,Programming,0.871,NER,Full-time,Frankfurt,3
IND-FRA-20240410-001,Scikit-learn,ML,0.891,TF-IDF,Full-time,Frankfurt,3
IND-FRA-20240410-001,R,Programming,0.899,NER,Full-time,Frankfurt,3
IND-FRA-20240410-001,Seaborn,Programming,0.84,NER,Full-time,Frankfurt,3
SS-STU-20250118-001,Python,Programming,0.8,NER,Full-time,Stuttgart,4
SS-STU-20250118-001,Excel,Office,0.801,TF-IDF,Full-time,Stuttgart,4
SS-STU-20250118-001,Power BI,Visualization,0.942,NER,Full-time,Stuttgart,4
SS-STU-20250118-001,MicroStrategy,Enterprise,0.968,NER,Full-time,Stuttgart,4
SS-STU-20250118-001,SQL,Database,0.878,NER,Full-time,Stuttgart,4
SS-STU-20250118-001,SAP,Enterprise,0.885,TF-IDF,Full-time,Stuttgart,4
SS-STU-20250118-001,R,Programming,0.906,NER,Full-time,Stuttgart,4
LI-MUN-20241202-001,FastAPI,Programming,0.862,TF-IDF,Full-time,Munich,2
LI-MUN-20241202-001,Python,Programming,0.82,NER,Full-time,Munich,2
LI-MUN-20241202-001,Git,DevOps,0.857,NER,Full-time,Munich,2
LI-MUN-20241202-001,Azure,Cloud,0.798,TF-IDF,Full-time,Munich,2
LI-MUN-20241202-001,Airflow,DataEngineering,0.818,NER,Full-time,Munich,2
LI-MUN-20241202-001,Machine Learning,ML,0.812,TF-IDF,Full-time,Munich,2
LI-MUN-20241202-001,Spark,BigData,0.966,NER,Full-time,Munich,2
LI-MUN-20241202-001,AWS,Cloud,0.938,TF-IDF,Full-time,Munich,2
LI-MUN-20241202-001,Docker,DevOps,0.935,TF-IDF,Full-time,Munich,2
LI-MUN-20241202-001,dbt,DataEngineering,0.8,TF-IDF,Full-time,Munich,2
SS-FRA-20240517-001,Excel,Office,0.838,TF-IDF,Praktikum,Frankfurt,1
SS-FRA-20240517-001,NumPy,Programming,0.821,TF-IDF,Praktikum,Frankfurt,1
SS-FRA-20240517-001,SQL,Database,0.876,NER,Praktikum,Frankfurt,1
SS-FRA-20240517-001,Power BI,Visualization,0.889,NER,Praktikum,Frankfurt,1
IND-DÜS-20240425-001,FastAPI,Programming,0.88,TF-IDF,Full-time,Düsseldorf,2
IND-DÜS-20240425-001,Python,Programming,0.903,TF-IDF,Full-time,Düsseldorf,2
IND-DÜS-20240425-001,GCP,Cloud,0.79,TF-IDF,Full-time,Düsseldorf,2
IND-DÜS-20240425-001,BigQuery,Database,0.966,NER,Full-time,Düsseldorf,2
IND-DÜS-20240425-001,Git,DevOps,0.913,NER,Full-time,Düsseldorf,2
IND-DÜS-20240425-001,Azure,Cloud,0.925,NER,Full-time,Düsseldorf,2
IND-DÜS-20240425-001,Airflow,DataEngineering,0.875,TF-IDF,Full-time,Düsseldorf,2
IND-DÜS-20240425-001,MLflow,ML,0.968,NER,Full-time,Düsseldorf,2
IND-DÜS-20240425-001,Terraform,DataEngineering,0.816,NER,Full-time,Düsseldorf,2
IND-DÜS-20240425-001,Docker,DevOps,0.802,NER,Full-time,Düsseldorf,2
IND-DÜS-20240425-001,Snowflake,Database,0.932,NER,Full-time,Düsseldorf,2
IND-DÜS-20240425-001,Kubernetes,DevOps,0.86,NER,Full-time,Düsseldorf,2
IND-DÜS-20240425-001,dbt,DataEngineering,0.932,NER,Full-time,Düsseldorf,2
IND-DÜS-20240425-001,Databricks,Cloud,0.795,TF-IDF,Full-time,Düsseldorf,2
IND-DÜS-20240425-001,AWS,Cloud,0.944,NER,Full-time,Düsseldorf,2
IND-DÜS-20240425-001,Excel,Office,0.831,NER,Full-time,Düsseldorf,2
SS-HAM-20250203-001,SSRS,Enterprise,0.923,NER,Full-time,Hamburg,4
SS-HAM-20250203-001,Excel,Office,0.839,TF-IDF,Full-time,Hamburg,4
SS-HAM-20250203-001,Power BI,Visualization,0.939,NER,Full-time,Hamburg,4
SS-HAM-20250203-001,MicroStrategy,Enterprise,0.87,NER,Full-time,Hamburg,4
SS-HAM-20250203-001,NumPy,Programming,0.894,NER,Full-time,Hamburg,4
SS-HAM-20250203-001,SQL,Database,0.851,NER,Full-time,Hamburg,4
SS-HAM-20250203-001,SAP,Enterprise,0.876,NER,Full-time,Hamburg,4
SS-HAM-20250203-001,Cognos,Enterprise,0.912,NER,Full-time,Hamburg,4
SS-HAM-20250203-001,Tableau,Visualization,0.909,TF-IDF,Full-time,Hamburg,4
SS-HAM-20250203-001,Looker,Visualization,0.884,NER,Full-time,Hamburg,4
IND-BER-20240513-001,Python,Programming,0.809,NER,Full-time,Berlin,3
IND-BER-20240513-001,Matplotlib,Programming,0.97,NER,Full-time,Berlin,3
IND-BER-20240513-001,TensorFlow,ML,0.895,NER,Full-time,Berlin,3
IND-BER-20240513-001,Git,DevOps,0.808,NER,Full-time,Berlin,3
IND-BER-20240513-001,NumPy,Programming,0.928,NER,Full-time,Berlin,3
IND-BER-20240513-001,SQL,Database,0.8,NER,Full-time,Berlin,3
IND-BER-20240513-001,Jupyter,Programming,0.793,TF-IDF,Full-time,Berlin,3
IND-BER-20240513-001,Machine Learning,ML,0.913,NER,Full-time,Berlin,3
IND-BER-20240513-001,MLflow,ML,0.841,NER,Full-time,Berlin,3
IND-BER-20240513-001,R,Programming,0.9,NER,Full-time,Berlin,3
IND-BER-20240513-001,Seaborn,Programming,0.938,TF-IDF,Full-time,Berlin,3
IND-BER-20240513-001,Tableau,Visualization,0.951,NER,Full-time,Berlin,3
IND-FRA-20250328-001,Excel,Office,0.936,NER,Full-time,Frankfurt,4
IND-FRA-20250328-001,Power BI,Visualization,0.914,TF-IDF,Full-time,Frankfurt,4
IND-FRA-20250328-001,MicroStrategy,Enterprise,0.934,NER,Full-time,Frankfurt,4
IND-FRA-20250328-001,SQL,Database,0.912,TF-IDF,Full-time,Frankfurt,4
IND-FRA-20250328-001,Cognos,Enterprise,0.824,TF-IDF,Full-time,Frankfurt,4
IND-FRA-20250328-001,Tableau,Visualization,0.83,NER,Full-time,Frankfurt,4
SS-FRA-20240130-001,Python,Programming,0.799,NER,Full-time,Frankfurt,4
SS-FRA-20240130-001,SSRS,Enterprise,0.917,TF-IDF,Full-time,Frankfurt,4
SS-FRA-20240130-001,Excel,Office,0.828,NER,Full-time,Frankfurt,4
SS-FRA-20240130-001,Power BI,Visualization,0.798,TF-IDF,Full-time,Frankfurt,4
SS-FRA-20240130-001,MicroStrategy,Enterprise,0.821,NER,Full-time,Frankfurt,4
SS-FRA-20240130-001,Azure,Cloud,0.895,NER,Full-time,Frankfurt,4
SS-FRA-20240130-001,Jupyter,Programming,0.95,TF-IDF,Full-time,Frankfurt,4
SS-FRA-20240130-001,SAP,Enterprise,0.894,TF-IDF,Full-time,Frankfurt,4
SS-FRA-20240130-001,Tableau,Visualization,0.906,NER,Full-time,Frankfurt,4
LI-LEI-20241220-001,FastAPI,Programming,0.927,TF-IDF,Full-time,Leipzig,2
LI-LEI-20241220-001,GCP,Cloud,0.789,TF-IDF,Full-time,Leipzig,2
LI-LEI-20241220-001,Git,DevOps,0.861,NER,Full-time,Leipzig,2
LI-LEI-20241220-001,Azure,Cloud,0.849,TF-IDF,Full-time,Leipzig,2
LI-LEI-20241220-001,SQL,Database,0.882,NER,Full-time,Leipzig,2
LI-LEI-20241220-001,Spark,BigData,0.9,NER,Full-time,Leipzig,2
LI-LEI-20241220-001,AWS,Cloud,0.887,TF-IDF,Full-time,Leipzig,2
LI-LEI-20241220-001,Terraform,DataEngineering,0.895,NER,Full-time,Leipzig,2
LI-LEI-20241220-001,Docker,DevOps,0.913,TF-IDF,Full-time,Leipzig,2
LI-LEI-20241220-001,dbt,DataEngineering,0.872,NER,Full-time,Leipzig,2
LI-LEI-20241220-001,Databricks,Cloud,0.842,NER,Full-time,Leipzig,2
SS-BER-20240414-002,FastAPI,Programming,0.86,TF-IDF,Full-time,Berlin,3
SS-BER-20240414-002,Python,Programming,0.792,NER,Full-time,Berlin,3
SS-BER-20240414-002,Pandas,Programming,0.821,TF-IDF,Full-time,Berlin,3
SS-BER-20240414-002,TensorFlow,ML,0.869,TF-IDF,Full-time,Berlin,3
SS-BER-20240414-002,Git,DevOps,0.866,TF-IDF,Full-time,Berlin,3
SS-BER-20240414-002,NumPy,Programming,0.912,NER,Full-time,Berlin,3
SS-BER-20240414-002,SQL,Database,0.871,NER,Full-time,Berlin,3
SS-BER-20240414-002,Jupyter,Programming,0.914,NER,Full-time,Berlin,3
SS-BER-20240414-002,Machine Learning,ML,0.914,NER,Full-time,Berlin,3
SS-BER-20240414-002,Streamlit,Programming,0.838,NER,Full-time,Berlin,3
SS-BER-20240414-002,Scikit-learn,ML,0.903,NER,Full-time,Berlin,3
SS-BER-20240414-002,R,Programming,0.798,TF-IDF,Full-time,Berlin,3
SS-BER-20240414-002,GCP,Cloud,0.88,NER,Full-time,Berlin,3
SS-HAM-20250102-001,Python,Programming,0.934,NER,Werkstudent,Hamburg,1
SS-HAM-20250102-001,Excel,Office,0.858,NER,Werkstudent,Hamburg,1
SS-HAM-20250102-001,Power BI,Visualization,0.815,NER,Werkstudent,Hamburg,1
SS-HAM-20250102-001,SQL,Database,0.862,NER,Werkstudent,Hamburg,1
SS-HAM-20250102-001,Jupyter,Programming,0.951,NER,Werkstudent,Hamburg,1
SS-HAM-20250102-001,R,Programming,0.949,NER,Werkstudent,Hamburg,1
SS-HAM-20250102-001,Tableau,Visualization,0.903,NER,Werkstudent,Hamburg,1
IND-HAM-20240202-001,Python,Programming,0.835,NER,Full-time,Hamburg,2
IND-HAM-20240202-001,BigQuery,Database,0.836,TF-IDF,Full-time,Hamburg,2
IND-HAM-20240202-001,Kafka,BigData,0.946,NER,Full-time,Hamburg,2
IND-HAM-20240202-001,TensorFlow,ML,0.81,NER,Full-time,Hamburg,2
IND-HAM-20240202-001,Git,DevOps,0.81,NER,Full-time,Hamburg,2
IND-HAM-20240202-001,Azure,Cloud,0.826,NER,Full-time,Hamburg,2
IND-HAM-20240202-001,SQL,Database,0.781,TF-IDF,Full-time,Hamburg,2
IND-HAM-20240202-001,Airflow,DataEngineering,0.838,TF-IDF,Full-time,Hamburg,2
IND-HAM-20240202-001,Spark,BigData,0.847,NER,Full-time,Hamburg,2
IND-HAM-20240202-001,AWS,Cloud,0.802,TF-IDF,Full-time,Hamburg,2
IND-HAM-20240202-001,Docker,DevOps,0.861,NER,Full-time,Hamburg,2
IND-HAM-20240202-001,dbt,DataEngineering,0.966,TF-IDF,Full-time,Hamburg,2
IND-HAM-20240202-001,Databricks,Cloud,0.968,NER,Full-time,Hamburg,2
IND-HAM-20240202-001,GCP,Cloud,0.896,TF-IDF,Full-time,Hamburg,2
IND-BER-20240509-001,Python,Programming,0.834,NER,Full-time,Berlin,2
IND-BER-20240509-001,BigQuery,Database,0.874,NER,Full-time,Berlin,2
IND-BER-20240509-001,Kafka,BigData,0.898,TF-IDF,Full-time,Berlin,2
IND-BER-20240509-001,Kubeflow,ML,0.914,NER,Full-time,Berlin,2
IND-BER-20240509-001,Git,DevOps,0.869,NER,Full-time,Berlin,2
IND-BER-20240509-001,Azure,Cloud,0.839,NER,Full-time,Berlin,2
IND-BER-20240509-001,SQL,Database,0.837,NER,Full-time,Berlin,2
IND-BER-20240509-001,Airflow,DataEngineering,0.968,TF-IDF,Full-time,Berlin,2
IND-BER-20240509-001,AWS,Cloud,0.791,NER,Full-time,Berlin,2
IND-BER-20240509-001,Terraform,DataEngineering,0.853,NER,Full-time,Berlin,2
IND-BER-20240509-001,Docker,DevOps,0.907,NER,Full-time,Berlin,2
IND-BER-20240509-001,Kubernetes,DevOps,0.785,NER,Full-time,Berlin,2
IND-BER-20240509-001,dbt,DataEngineering,0.84,NER,Full-time,Berlin,2
IND-BER-20240509-001,Spark,BigData,0.897,NER,Full-time,Berlin,2
IND-BER-20240509-001,GCP,Cloud,0.922,TF-IDF,Full-time,Berlin,2
IND-BER-20240915-001,FastAPI,Programming,0.968,NER,Full-time,Berlin,2
IND-BER-20240915-001,Python,Programming,0.9,NER,Full-time,Berlin,2
IND-BER-20240915-001,Kafka,BigData,0.826,TF-IDF,Full-time,Berlin,2
IND-BER-20240915-001,Git,DevOps,0.915,TF-IDF,Full-time,Berlin,2
IND-BER-20240915-001,Azure,Cloud,0.891,TF-IDF,Full-time,Berlin,2
IND-BER-20240915-001,SQL,Database,0.894,NER,Full-time,Berlin,2
IND-BER-20240915-001,Airflow,DataEngineering,0.888,NER,Full-time,Berlin,2
IND-BER-20240915-001,Hadoop,BigData,0.824,TF-IDF,Full-time,Berlin,2
IND-BER-20240915-001,AWS,Cloud,0.798,NER,Full-time,Berlin,2
IND-BER-20240915-001,Snowflake,Database,0.798,NER,Full-time,Berlin,2
IND-BER-20240915-001,Kubernetes,DevOps,0.899,TF-IDF,Full-time,Berlin,2
IND-BER-20240915-001,dbt,DataEngineering,0.929,NER,Full-time,Berlin,2
IND-BER-20240915-001,Spark,BigData,0.896,NER,Full-time,Berlin,2
IND-ESS-20241014-001,Pandas,Programming,0.939,NER,Werkstudent,Essen,1
IND-ESS-20241014-001,Excel,Office,0.929,NER,Werkstudent,Essen,1
IND-ESS-20241014-001,Power BI,Visualization,0.804,NER,Werkstudent,Essen,1
IND-ESS-20241014-001,Git,DevOps,0.836,TF-IDF,Werkstudent,Essen,1
IND-ESS-20241014-001,NumPy,Programming,0.861,NER,Werkstudent,Essen,1
IND-ESS-20241014-001,SQL,Database,0.877,NER,Werkstudent,Essen,1
IND-ESS-20241014-001,Jupyter,Programming,0.831,NER,Werkstudent,Essen,1
SS-BER-20240507-002,FastAPI,Programming,0.818,NER,Full-time,Berlin,2
SS-BER-20240507-002,Python,Programming,0.908,TF-IDF,Full-time,Berlin,2
SS-BER-20240507-002,Kubeflow,ML,0.895,NER,Full-time,Berlin,2
SS-BER-20240507-002,Git,DevOps,0.829,TF-IDF,Full-time,Berlin,2
SS-BER-20240507-002,Azure,Cloud,0.85,TF-IDF,Full-time,Berlin,2
SS-BER-20240507-002,SQL,Database,0.852,TF-IDF,Full-time,Berlin,2
SS-BER-20240507-002,Airflow,DataEngineering,0.828,NER,Full-time,Berlin,2
SS-BER-20240507-002,Spark,BigData,0.876,NER,Full-time,Berlin,2
SS-BER-20240507-002,AWS,Cloud,0.934,NER,Full-time,Berlin,2
SS-BER-20240507-002,Terraform,DataEngineering,0.834,TF-IDF,Full-time,Berlin,2
SS-BER-20240507-002,Snowflake,Database,0.814,TF-IDF,Full-time,Berlin,2
SS-BER-20240507-002,Kubernetes,DevOps,0.959,TF-IDF,Full-time,Berlin,2
SS-BER-20240507-002,dbt,DataEngineering,0.843,NER,Full-time,Berlin,2
IND-MUN-20240611-001,Python,Programming,0.865,NER,Praktikum,Munich,1
IND-MUN-20240611-001,Excel,Office,0.845,NER,Praktikum,Munich,1
IND-MUN-20240611-001,SQL,Database,0.89,NER,Praktikum,Munich,1
IND-MUN-20240611-001,Machine Learning,ML,0.811,TF-IDF,Praktikum,Munich,1
IND-MUN-20240611-001,Power BI,Visualization,0.9,TF-IDF,Praktikum,Munich,1
LI-HAM-20250105-001,Python,Programming,0.933,NER,Full-time,Hamburg,3
LI-HAM-20250105-001,Pandas,Programming,0.896,TF-IDF,Full-time,Hamburg,3
LI-HAM-20250105-001,Matplotlib,Programming,0.94,NER,Full-time,Hamburg,3
LI-HAM-20250105-001,Power BI,Visualization,0.827,TF-IDF,Full-time,Hamburg,3
LI-HAM-20250105-001,Git,DevOps,0.933,TF-IDF,Full-time,Hamburg,3
LI-HAM-20250105-001,NumPy,Programming,0.946,TF-IDF,Full-time,Hamburg,3
LI-HAM-20250105-001,SQL,Database,0.834,NER,Full-time,Hamburg,3
LI-HAM-20250105-001,Machine Learning,ML,0.841,NER,Full-time,Hamburg,3
LI-HAM-20250105-001,Streamlit,Programming,0.94,TF-IDF,Full-time,Hamburg,3
LI-HAM-20250105-001,Scikit-learn,ML,0.857,NER,Full-time,Hamburg,3
LI-HAM-20250105-001,R,Programming,0.829,NER,Full-time,Hamburg,3
LI-HAM-20250105-001,Seaborn,Programming,0.932,TF-IDF,Full-time,Hamburg,3
SS-BER-20240507-001,Python,Programming,0.818,NER,Praktikum,Berlin,2
SS-BER-20240507-001,Power BI,Visualization,0.925,TF-IDF,Praktikum,Berlin,2
SS-BER-20240507-001,Git,DevOps,0.845,NER,Praktikum,Berlin,2
SS-BER-20240507-001,Azure,Cloud,0.885,TF-IDF,Praktikum,Berlin,2
SS-BER-20240507-001,SQL,Database,0.82,NER,Praktikum,Berlin,2
SS-BER-20240507-001,Airflow,DataEngineering,0.967,TF-IDF,Praktikum,Berlin,2
SS-BER-20240507-001,Machine Learning,ML,0.903,TF-IDF,Praktikum,Berlin,2
SS-BER-20240507-001,Terraform,DataEngineering,0.878,TF-IDF,Praktikum,Berlin,2
SS-BER-20240507-001,Kubernetes,DevOps,0.862,TF-IDF,Praktikum,Berlin,2
SS-BER-20240507-001,dbt,DataEngineering,0.882,TF-IDF,Praktikum,Berlin,2
SS-BER-20240507-001,Databricks,Cloud,0.829,NER,Praktikum,Berlin,2
SS-BER-20240507-001,AWS,Cloud,0.858,NER,Praktikum,Berlin,2
LI-FRA-20250210-001,Python,Programming,0.867,NER,Full-time,Frankfurt,2
LI-FRA-20250210-001,BigQuery,Database,0.946,TF-IDF,Full-time,Frankfurt,2
LI-FRA-20250210-001,Kafka,BigData,0.891,NER,Full-time,Frankfurt,2
LI-FRA-20250210-001,Azure,Cloud,0.941,TF-IDF,Full-time,Frankfurt,2
LI-FRA-20250210-001,SQL,Database,0.864,NER,Full-time,Frankfurt,2
LI-FRA-20250210-001,Airflow,DataEngineering,0.795,NER,Full-time,Frankfurt,2
LI-FRA-20250210-001,Machine Learning,ML,0.932,NER,Full-time,Frankfurt,2
LI-FRA-20250210-001,Hadoop,BigData,0.931,TF-IDF,Full-time,Frankfurt,2
LI-FRA-20250210-001,Spark,BigData,0.799,TF-IDF,Full-time,Frankfurt,2
LI-FRA-20250210-001,AWS,Cloud,0.871,NER,Full-time,Frankfurt,2
LI-FRA-20250210-001,Terraform,DataEngineering,0.86,NER,Full-time,Frankfurt,2
LI-FRA-20250210-001,Snowflake,Database,0.78,NER,Full-time,Frankfurt,2
